Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style
4492,22.71,1.046,1.01,4.89,42.8,5.39,28.39,60,1.033,65,1.25,Specific Gravity,All Grain,1,20,American IPA
4495,51,1.076,1.018,7.73,90.79,9.91,60,60,1.065,80,2.7,Specific Gravity,All Grain,0.75,17,American IPA
4496,20.82,1.065,1.017,6.29,29.89,6.04,28.39,90,1.047,65,1.2,Specific Gravity,All Grain,1.25,18.33,American IPA
4500,18.93,1.074,1.019,7.25,88.06,5.66,25.36,60,1.055,72,1.3,Specific Gravity,All Grain,0.75,20.56,American IPA
4504,20.82,1.071,1.01,7.92,132.48,5.79,26.5,90,1.051,70,1.25,Specific Gravity,All Grain,1.25,20,American IPA
4505,20.82,1.054,1.009,5.9,196.92,4.65,28.39,60,1.04,72,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
4506,20.82,1.045,1.01,4.54,27.65,13.88,28.39,55,1.033,76,3,Specific Gravity,All Grain,0.35,21.11,American IPA
4510,1000,1.054,1.012,5.44,59.82,5.48,1200,90,1.045,75,3,Specific Gravity,All Grain,0.5,18,American IPA
4512,20.82,1.057,1.014,5.76,84.79,7.51,28.39,60,1.042,70,1,Specific Gravity,All Grain,0.75,16.67,American IPA
4518,21,1.059,1.015,5.8,58.91,11.1,26,60,1.048,70,3,Specific Gravity,All Grain,0.75,18,American IPA
4520,41.64,1.064,1.014,6.64,93.16,5.67,47.32,60,1.056,70,1.5,Specific Gravity,All Grain,0.5,20,American IPA
4522,21,1.064,1.012,6.84,63.06,8.35,26,60,1.051,80,3.5,Specific Gravity,All Grain,0.35,20,American IPA
4523,834,11.1847,2.2855,4.73,35.85,4.61,953,60,9.8,75,4,Plato,All Grain,0.75,19,American IPA
4530,20.82,1.052,1.015,4.94,68.72,8.87,28.39,60,1.038,65,1.25,Specific Gravity,All Grain,0.75,20.56,American IPA
4531,5,1.072,1.02,6.81,72.13,6.98,7,60,1.052,75,2.5,Specific Gravity,All Grain,0.75,21,American IPA
4533,20.82,1.07,1.019,6.66,57.31,37.13,26.5,60,1.055,65,1.25,Specific Gravity,All Grain,0.35,17.78,American IPA
4540,113.56,1.068,1.019,6.38,57.69,16.52,128.7,60,1.06,70,1.25,Specific Gravity,All Grain,1.25,21.11,American IPA
4542,174.13,1.054,1.012,5.51,50.07,5.87,189.27,60,1.05,68,1.15,Specific Gravity,All Grain,0.35,19.44,American IPA
4543,18.93,1.052,1.009,5.7,34.63,5.91,28.39,60,1.035,65,1.5,Specific Gravity,All Grain,0.35,20,American IPA
4551,22,1.051,1.011,5.33,29.36,10.75,26,60,1.044,79,3.5,Specific Gravity,All Grain,0.35,27,American IPA
4553,20.82,1.08,1.014,8.63,61.85,4.54,26.5,60,1.063,70,1.5,Specific Gravity,All Grain,1.25,18.33,American IPA
4555,56,1.06,1.012,6.29,89.38,7.34,62,60,1.054,70,4.1,Specific Gravity,All Grain,0.35,20,American IPA
4556,43.53,1.059,1.015,5.78,49.27,9.39,47.32,60,1.054,72,1.6,Specific Gravity,All Grain,0.75,18.89,American IPA
4558,24.61,1.045,1.004,5.38,16.8,3.4,28.39,60,1.039,65,1.5,Specific Gravity,All Grain,0.75,22.22,American IPA
4566,18.93,1.057,1.015,5.48,71.1,3.99,26.5,60,1.041,70,1.25,Specific Gravity,All Grain,0.5,20,American IPA
4569,30,1.048,1.012,4.71,24,4.63,38,60,1.038,75,3.5,Specific Gravity,All Grain,0.75,20,American IPA
4570,2300,1.039,1.007,4.19,16.48,4.83,2450,60,1.037,75,2.5,Specific Gravity,All Grain,0.35,18,American IPA
4571,22.71,1.054,1.012,5.57,51.24,4.22,28.39,60,1.043,77,1.5,Specific Gravity,All Grain,1,17.78,American IPA
4576,17.03,1.047,1.01,4.87,19.99,5.63,22.71,60,1.035,60,3,Specific Gravity,All Grain,0.75,20,American IPA
4584,41.64,1.036,1.009,3.55,0,6.3,49.21,60,1.03,35,1.5,Specific Gravity,All Grain,0.35,18.89,American IPA
4585,20,1.06,1.017,5.68,45.33,3.63,25,60,1.048,80,2.6,Specific Gravity,All Grain,0.75,19,American IPA
4601,20,20.0051,5.48656,8.05,101.68,42.88,25,90,15.4,65,2.3,Plato,All Grain,1,20,American IPA
4602,20.82,1.059,1.016,5.62,21.37,14.88,28.39,60,1.043,75,1.5,Specific Gravity,All Grain,1,18.33,American IPA
4605,20.82,1.062,1.015,6.17,53.86,6.46,26.5,60,1.049,72,1.25,Specific Gravity,All Grain,0.35,15.56,American IPA
4609,18.93,1.067,1.018,6.5,72.08,10.63,28.39,60,1.045,70,1.2,Specific Gravity,All Grain,0.35,20,American IPA
4617,41.64,1.062,1.01,6.8,52.79,5.21,49.21,60,1.053,85,1.5,Specific Gravity,All Grain,0.75,19.44,American IPA
4620,18.93,1.062,1.012,6.6,67.04,8.19,27.63,60,1.042,70,1.5,Specific Gravity,All Grain,0.5,20,American IPA
4626,20,1.054,1.011,5.61,43.28,6.71,28.5,60,1.038,70,3,Specific Gravity,All Grain,0.35,18,American IPA
4629,29,1.05,1.012,4.98,41.54,8.45,34,72,1.042,77,2.8,Specific Gravity,All Grain,0.5,18,American IPA
4638,18.93,1.064,1.011,7.01,65.54,6.07,28.39,60,1.043,75,1.25,Specific Gravity,All Grain,0.35,18.89,American IPA
4646,45.42,1.06,1.011,6.47,82.57,19.8,53,60,1.052,80,1.33,Specific Gravity,All Grain,0.5,18.33,American IPA
4649,20.06,1.063,1.016,6.24,56.83,5.87,24.98,60,1.051,75,1.5,Specific Gravity,All Grain,0.35,21.67,American IPA
4650,21,1.075,1.019,7.27,64.54,8.05,28.5,60,1.055,78,3.1,Specific Gravity,All Grain,0.35,18,American IPA
4653,37.85,1.06,1.008,6.82,79.11,4.07,47.32,90,1.048,75,1.5,Specific Gravity,All Grain,1.25,18.33,American IPA
4654,20.82,1.063,1.012,6.74,32.35,4.49,28.39,60,1.046,70,1.5,Specific Gravity,All Grain,0.35,22.22,American IPA
4658,20.82,1.06,1.014,6.03,31.57,6.59,24.61,60,1.05,78,1.33,Specific Gravity,All Grain,0.75,19.44,American IPA
4659,20.82,1.051,1.013,5.03,43.68,6.21,28.39,60,1.038,70,1.3,Specific Gravity,All Grain,0.35,21.11,American IPA
4661,22.71,1.052,1.013,5.12,13.06,4.67,28.39,60,1.042,60,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4663,20.82,1.055,1.01,5.94,59.52,3.81,28.39,60,1.04,70,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
4665,20.82,1.053,1.01,5.67,17.48,5.25,26.5,60,1.042,75,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4667,20.82,1.074,1.017,7.41,297.98,6.99,30.28,90,1.051,70,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
4669,22.71,1.078,1.024,7.15,34.71,14.78,27.44,60,1.065,68,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
4673,20.82,1.06,1.015,5.86,42.2,9.13,27.07,60,1.046,65,1.25,Specific Gravity,All Grain,0.35,20,American IPA
4679,18.93,1.087,1.023,8.34,78.12,10.27,28.39,75,1.052,70,1.25,Specific Gravity,All Grain,1.25,17.78,American IPA
4682,22.71,1.079,1.018,7.98,0,7.34,30.28,90,1.059,75,1.75,Specific Gravity,All Grain,0.75,18.33,American IPA
4685,20.8,1.059,1.018,5.42,33.66,7.69,28.4,60,1.043,70,3.1,Specific Gravity,All Grain,0.35,25,American IPA
4694,18.93,1.048,1.012,4.63,35.82,13.08,26.5,60,1.034,62,1.5,Specific Gravity,All Grain,0.5,20,American IPA
4700,25,1.061,1.012,6.48,32.04,5.49,32,60,1.048,75,3,Specific Gravity,All Grain,0.5,19,American IPA
4703,20.82,1.057,1.015,5.5,35.41,6.08,28.39,60,1.042,65,1.3,Specific Gravity,All Grain,0.35,18.89,American IPA
4706,20.82,1.082,1.02,8.14,80.08,4.96,32.18,60,1.053,75,1.25,Specific Gravity,All Grain,0.35,20,American IPA
4707,21,1.052,1.013,5.06,13.15,4.88,28.5,60,1.038,70,2.8,Specific Gravity,All Grain,1.25,18,American IPA
4717,25,1.061,1.012,6.47,57.51,5.97,29,70,1.053,70,2.7,Specific Gravity,All Grain,0.35,19,American IPA
4723,50,1.063,1.012,6.66,85.2,4.38,60,60,1.052,77,3.06,Specific Gravity,All Grain,0.35,18,American IPA
4725,20.82,1.054,1.004,6.6,37.64,3.77,24.61,90,1.043,75,2,Specific Gravity,All Grain,0.75,23.33,American IPA
4727,41.64,1.049,1.009,5.25,22.55,9.7,51.1,90,1.036,62,1.287,Specific Gravity,All Grain,0.5,31.11,American IPA
4728,18.93,1.089,1.021,8.85,46.93,50,18.93,60,1.089,70,1.25,Specific Gravity,All Grain,0.5,20,American IPA
4730,21.2,1.05,1.011,5.09,32.58,10.11,30.28,60,1.035,73,1.5,Specific Gravity,All Grain,0.35,20,American IPA
4735,17.03,1.106,1.029,10.16,158.08,8.82,24.61,60,1.073,75,3,Specific Gravity,All Grain,1,16.11,American IPA
4744,41.64,1.057,1.016,5.36,30.09,16.94,50.35,90,1.047,73,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4755,41.64,1.055,1.016,5.24,35.05,8.33,51.1,60,1.045,80,2,Specific Gravity,All Grain,1,21.11,American IPA
4757,22.71,1.06,1.011,6.43,41.89,10.61,33.12,60,1.041,65,1.5,Specific Gravity,All Grain,1.25,18.89,American IPA
4763,9.46,1.051,1.012,5.19,42.8,9.25,12.11,60,1.04,70,1.5,Specific Gravity,All Grain,0.75,17.78,American IPA
4764,39.75,1.056,1.014,5.51,37.66,5.01,49.21,60,1.045,72,1.5,Specific Gravity,All Grain,0.5,18.33,American IPA
4770,41.64,1.07,1.015,7.23,98.06,9.15,49.21,90,1.059,65,1.5,Specific Gravity,All Grain,1,19.44,American IPA
4774,20.82,1.085,1.022,8.31,120.24,10.95,26.5,90,1.067,80,1.5,Specific Gravity,All Grain,1.25,20,American IPA
4781,12,11.0614,2.7394,4.43,27.14,4.16,16,60,8.4,60,4,Plato,All Grain,0.5,30,American IPA
4782,22.71,1.065,1.015,6.47,81.49,8.93,26.5,60,1.055,80,1.8,Specific Gravity,All Grain,1,20,American IPA
4784,23,1.06,1.011,6.33,60.1,4.97,27,60,1.051,96,3,Specific Gravity,All Grain,0.5,19,American IPA
4792,23,1.059,1.016,5.61,28.57,17.1,28,60,1.048,84,3,Specific Gravity,All Grain,0.75,18,American IPA
4797,20.82,1.072,1.019,6.94,46.88,5.16,26.5,60,1.057,67,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4799,18,1.063,1.011,6.9,51.86,7.72,24,60,1.048,70,3.3,Specific Gravity,All Grain,0.75,19,American IPA
4800,20.82,1.069,1.015,7.14,55.34,4.17,32.18,90,1.045,75,1.33,Specific Gravity,All Grain,1,18.33,American IPA
4805,24.61,1.056,1.013,5.62,29.01,33.42,29.34,60,1.047,75,1.25,Specific Gravity,All Grain,0.75,20,American IPA
4807,24.61,1.072,1.017,7.16,99.6,20.87,32.18,60,1.055,75,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
4817,18.93,1.061,1.017,5.69,21.56,5.17,22.71,60,1.051,70,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
4818,28,14.3153,3.428,5.87,34.62,20.95,30,60,13.4,72,4,Plato,All Grain,0.5,20,American IPA
4822,18.93,1.06,1.014,6.05,115.32,9.41,28.39,60,1.04,75,1.33,Specific Gravity,All Grain,0.5,21.11,American IPA
4825,55,1.047,1.009,4.97,24.36,4.48,75,60,1.034,75,3,Specific Gravity,All Grain,0.75,20,American IPA
4826,20,1.094,1.021,9.53,89.35,50,26,60,1.072,70,3,Specific Gravity,All Grain,1,18,American IPA
4828,20.82,1.059,1.015,5.75,93.88,4,28.39,60,1.043,70,1.5,Specific Gravity,All Grain,0.75,19.44,American IPA
4831,24.61,1.066,1.011,7.2,69.22,9.84,30.28,60,1.053,70,1.25,Specific Gravity,All Grain,0.75,18.89,American IPA
4836,45,1.051,1.012,5.07,10.48,3.49,60,60,1.038,75,3,Specific Gravity,All Grain,0.5,19,American IPA
4838,24.61,1.047,1.013,4.47,13.29,7.01,30.28,90,1.038,70,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
4840,37.85,1.056,1.014,5.46,50.79,3.59,56.78,90,1.037,75,1.25,Specific Gravity,All Grain,0.35,15.56,American IPA
4841,41.6,1.058,1.01,6.24,76.31,5.42,52.8,60,1.045,84,3.2,Specific Gravity,All Grain,0.75,19,American IPA
4843,22.71,1.058,1.015,5.6,39.14,15.02,28.39,60,1.046,65,1.5,Specific Gravity,All Grain,0.35,17.78,American IPA
4846,25,1.055,1.011,5.77,24.69,10.53,28.5,75,1.048,75,3.47,Specific Gravity,All Grain,0.75,25,American IPA
4847,20.82,1.052,1.013,5.23,20.08,10.26,24.61,60,1.038,70,1,Specific Gravity,All Grain,0.35,21.11,American IPA
4849,22.71,1.07,1.017,6.84,276.64,5.81,28.39,90,1.051,75,1.25,Specific Gravity,All Grain,0.75,20,American IPA
4850,37.85,1.063,1.01,6.96,25.25,4.76,45.42,60,1.052,85,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
4854,43.53,1.06,1.01,6.62,52.9,5.4,49.21,60,1.053,70,1.33,Specific Gravity,All Grain,0.35,22.22,American IPA
4855,18.93,1.069,1.018,6.65,36.97,10.54,24.61,60,1.053,75,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4857,20.82,1.057,1.015,5.47,36.09,8.51,24.61,60,1.048,75,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4858,26.5,1.048,1.012,4.7,34.62,23,30.28,60,1.042,75,1.33,Specific Gravity,All Grain,1,15.56,American IPA
4861,25,1.056,1.008,6.3,24.03,4.39,31,60,1.045,80,2.7,Specific Gravity,All Grain,0.75,16.5,American IPA
4862,39.75,1.07,1.017,6.93,23.94,8.66,41.64,90,1.067,60,1.5,Specific Gravity,All Grain,1,20,American IPA
4867,9.46,1.083,1.023,7.92,73.41,6.32,15.14,60,1.052,63,1.25,Specific Gravity,All Grain,1,18.33,American IPA
4872,16.1,1.066,1.013,7,69.94,35.61,18,60,1.059,72,3,Specific Gravity,All Grain,1.25,18,American IPA
4874,18.93,1.053,1.014,5.21,32.85,4.12,26.5,60,1.038,70,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
4877,22.71,1.053,1.01,5.67,58.49,7.92,34.07,60,1.035,60,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
4879,5.03,1.082,1.023,7.76,0,8.81,6.47,15,1.064,55,1.5,Specific Gravity,All Grain,1,20,American IPA
4880,18.93,1.053,1.018,4.65,25.39,26.8,28.39,60,1.036,70,1.33,Specific Gravity,All Grain,0.35,20,American IPA
4883,20.82,1.039,1.011,3.72,36.61,9.47,26.5,60,1.031,70,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
4889,23,1.039,1.006,4.23,60.29,7.67,28.5,60,1.031,35,3,Specific Gravity,All Grain,0.35,20,American IPA
4895,19,1.062,1.017,5.87,18.2,12.11,27,60,1.044,70,3,Specific Gravity,All Grain,0.5,18,American IPA
4899,24,1.065,1.015,6.48,62.72,6.02,30,60,1.052,70,3.5,Specific Gravity,All Grain,0.35,20,American IPA
4900,28,1.043,1.009,4.53,60.32,5.85,35,60,1.034,68,2.75,Specific Gravity,All Grain,0.75,19,American IPA
4901,24.61,11.6507,3.19582,4.52,74.96,6.72,28.39,60,10.2,75,1.5,Plato,All Grain,0.75,20,American IPA
4904,100,1.044,1.007,4.83,25.02,3.97,110,60,1.04,80,3,Specific Gravity,All Grain,0.75,19,American IPA
4905,20.82,1.075,1.013,8.12,85.56,8.99,23.55,60,1.067,70,1.5,Specific Gravity,All Grain,0.35,17.78,American IPA
4911,20.82,1.051,1.009,5.5,39.71,5.29,24.61,60,1.043,65,1.25,Specific Gravity,All Grain,0.35,18.89,American IPA
4913,26,1.055,1.011,5.72,65.75,6.58,31,60,1.046,78,2.7,Specific Gravity,All Grain,0.75,20,American IPA
4914,20.82,1.057,1.016,5.36,41.05,5.17,28.39,60,1.041,75,1.5,Specific Gravity,All Grain,1,20,American IPA
4915,25,1.082,1.012,9.16,68.72,10.85,31,60,1.066,70,2.5,Specific Gravity,All Grain,1.25,20,American IPA
4941,30.28,1.07,1.018,6.82,51.27,8.96,36.91,60,1.057,70,1.5,Specific Gravity,All Grain,0.75,20,American IPA
4944,20.82,1.066,1.016,6.55,71.51,10.5,24.61,60,1.056,65,1.4,Specific Gravity,All Grain,1,17.78,American IPA
4947,22.71,1.062,1.015,6.18,70.84,9.14,30.28,60,1.046,80,1.5,Specific Gravity,All Grain,1,18.33,American IPA
4948,20.82,1.063,1.014,6.48,40.34,7.35,27.03,75,1.049,77,1.33,Specific Gravity,All Grain,0.75,20,American IPA
4953,20.82,1.074,1.015,7.7,72.21,7.15,27.25,60,1.056,69,1,Specific Gravity,All Grain,2,20,American IPA
4957,20.82,1.055,1.01,5.9,81.01,14.87,28.39,60,1.04,70,1.5,Specific Gravity,All Grain,0.5,18.89,American IPA
4963,35,1.053,1.01,5.67,22.05,5.45,40,60,1.047,75,2.5,Specific Gravity,All Grain,0.35,19,American IPA
4964,29.15,1.05,1.007,5.64,35.39,4.85,28.39,60,1.052,71,0.8,Specific Gravity,All Grain,0.75,21.11,American IPA
4972,22.71,1.06,1.013,6.18,35.29,24.2,28.39,60,1.048,70,1.5,Specific Gravity,All Grain,1,20,American IPA
4978,20.82,1.056,1.017,5.07,28.45,38.11,26.5,60,1.044,70,1.25,Specific Gravity,All Grain,0.5,20,American IPA
4979,7.5,1.058,1.015,5.65,47.41,6.29,9,90,1.025,70,2.25,Specific Gravity,All Grain,0.75,21,American IPA
4983,90.85,1.05,1.012,4.99,39.18,4.1,105.99,60,1.043,85,1.5,Specific Gravity,All Grain,1.25,20,American IPA
4984,37.85,1.067,1.014,6.99,43.13,9.47,45.8,60,1.055,75,1.33,Specific Gravity,All Grain,0.5,20,American IPA
4994,20.82,1.075,1.019,7.32,95.94,5.36,26.5,60,1.059,67,1.5,Specific Gravity,All Grain,1,18.89,American IPA
4995,22.71,1.062,1.011,6.75,15.9,9.55,28.39,80,1.044,70,1.5,Specific Gravity,All Grain,1,23.33,American IPA
4996,19.87,1.055,1.01,5.82,38.34,6.19,26.5,60,1.041,75,2.71,Specific Gravity,All Grain,0.75,20,American IPA
4999,44,1.041,1.007,4.47,27.8,4.02,52,60,1.035,75,2.65,Specific Gravity,All Grain,0.35,66,American IPA
5001,24.61,1.051,1.008,5.77,32.45,3.4,30.28,90,1.042,75,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
5003,41.64,1.063,1.016,6.09,38.81,6.29,48.64,60,1.054,81,1.51,Specific Gravity,All Grain,0.75,20,American IPA
5009,5,1.046,1.008,5.05,39.98,12.66,6.5,60,1.036,70,2,Specific Gravity,All Grain,0.5,20,American IPA
5013,20.82,1.056,1.015,5.33,42.82,36.18,28.39,60,1.041,70,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
5018,20.82,1.063,1.013,6.57,79.69,12.48,28.39,60,1.046,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
5020,22.71,1.05,1.012,4.98,31.74,21.48,27.44,60,1.04,75,1.6,Specific Gravity,All Grain,0.5,19.44,American IPA
5022,19,1.056,1.011,5.92,58.58,6.51,15,60,1.071,65,3,Specific Gravity,All Grain,0.5,20,American IPA
5031,17.03,1.05,1.01,5.24,17.47,14.57,24.61,60,1.034,71,1.83,Specific Gravity,All Grain,0.75,17.78,American IPA
5038,50,1.065,1.018,6.11,52.06,19.74,59,60,1.055,75,3,Specific Gravity,All Grain,0.75,19,American IPA
5041,20.82,1.052,1.009,5.62,32.4,3.16,26.5,60,1.041,75,1.5,Specific Gravity,All Grain,0.5,23.33,American IPA
5045,11,1.063,1.011,6.73,83.89,5.2,14.6,60,1.047,74,3,Specific Gravity,All Grain,0.35,17,American IPA
5047,900,1.041,1.008,4.36,43.9,5.03,920,90,1.04,80,3,Specific Gravity,All Grain,0.75,20,American IPA
5056,25,1.069,1.022,6.08,50.79,5.09,30,75,1.057,85,2.4,Specific Gravity,All Grain,1,20,American IPA
5057,22.71,1.049,1.011,4.87,33.54,4.4,41.64,60,1.026,60,1.25,Specific Gravity,All Grain,0.75,21.11,American IPA
5064,20.82,1.046,1.011,4.62,14.78,11.3,26.5,90,1.036,70,1.3,Specific Gravity,All Grain,0.75,18.33,American IPA
5068,18.93,1.06,1.017,5.64,29.79,13.52,24.61,60,1.046,75,1.5,Specific Gravity,All Grain,0.5,19.44,American IPA
5073,25,1.053,1.009,5.74,32.66,6.34,28.5,60,1.046,75,4.6,Specific Gravity,All Grain,0.35,20,American IPA
5090,21,1.062,1.012,6.56,60.99,6.07,25,60,1.052,75,2.6,Specific Gravity,All Grain,0.35,20,American IPA
5092,19.5,1.123,1.03,12.23,142.3,14.35,28.4,90,1.084,70,2.4,Specific Gravity,All Grain,1.25,18,American IPA
5094,41.64,1.054,1.006,6.32,27.45,8.96,49.21,90,1.046,77,1.25,Specific Gravity,All Grain,0.5,31.67,American IPA
5097,20.82,1.07,1.002,8.91,35.89,5.04,24.61,60,1.059,80,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
5098,20.82,1.045,1.008,4.87,3.17,3.75,28.39,60,1.033,73,1.25,Specific Gravity,All Grain,0.35,21.11,American IPA
5103,20.82,1.058,1.016,5.45,62.36,10.5,26.5,60,1.045,65,1.5,Specific Gravity,All Grain,0.35,20,American IPA
5112,24.61,1.05,1.011,5.12,46.43,4.29,30.28,75,1.04,70,1.5,Specific Gravity,All Grain,0.75,17.78,American IPA
5128,19.87,1.049,1.007,5.45,63.48,5.46,23.66,60,1.041,58,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
5130,20.82,1.053,1.016,4.85,14.41,6.19,24.61,60,1.044,72,1.5,Specific Gravity,All Grain,0.35,15.56,American IPA
5136,20.82,1.053,1.009,5.76,33.8,4.31,25.74,90,1.043,75,1.3,Specific Gravity,All Grain,0.75,20,American IPA
5140,41.64,1.062,1.012,6.52,58.46,9.16,49.21,60,1.052,83,1.5,Specific Gravity,All Grain,0.75,19.44,American IPA
5147,49.21,1.043,1.011,4.27,49.72,30.02,53,60,1.04,75,1.5,Specific Gravity,All Grain,0.35,16.67,American IPA
5151,20.82,1.052,1.015,4.84,26.06,16.91,26.5,75,1.041,70,1.5,Specific Gravity,All Grain,0.75,13.33,American IPA
5160,20.82,1.05,1.011,5.06,118.6,4.99,28.39,60,1.037,65,1.5,Specific Gravity,All Grain,0.35,20,American IPA
5168,18.93,1.055,1.014,5.42,31.33,9.13,26.12,60,1.04,70,1.25,Specific Gravity,All Grain,0.75,20,American IPA
5170,20,1.048,1.009,5.1,44.34,9.93,26,80,1.037,68,4,Specific Gravity,All Grain,0.35,20,American IPA
5171,41.64,1.055,1.015,5.21,29.84,9.86,53,60,1.043,75,1.35,Specific Gravity,All Grain,0.35,20,American IPA
5176,50,1.069,1.017,6.8,61.47,4.91,57,60,1.061,75,3,Specific Gravity,All Grain,0.35,20,American IPA
5184,45.42,1.076,1.016,7.83,88.65,5.56,51.1,90,1.067,75,2,Specific Gravity,All Grain,1,21.11,American IPA
5185,10.41,1.045,1.011,4.52,24.55,5,15.14,60,1.031,70,1.5,Specific Gravity,All Grain,0.75,19.44,American IPA
5186,20.82,1.066,1.012,7.1,81.84,5.79,26.5,60,1.049,75,1.5,Specific Gravity,All Grain,1,18.89,American IPA
5188,20.82,1.05,1.009,5.35,32.74,3.22,28.39,60,1.036,80,1.25,Specific Gravity,All Grain,0.75,15.56,American IPA
5195,41.64,1.067,1.016,6.74,50.33,6.27,49.21,60,1.057,70,1.25,Specific Gravity,All Grain,0.75,18.89,American IPA
5201,20.82,1.067,1.012,7.27,88.68,13.38,26.5,60,1.053,75,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
5207,25,1.08,1.013,8.81,90.37,12.08,30,70,1.067,65,2.5,Specific Gravity,All Grain,0.5,22,American IPA
5209,20.82,1.054,1.017,4.88,36.69,18.58,26.5,60,1.042,70,1.44,Specific Gravity,All Grain,1,20,American IPA
5211,18,1.073,1.021,6.91,98.7,5.51,25,60,1.053,65,2.7,Specific Gravity,All Grain,0.75,17,American IPA
5213,24.61,1.052,1.013,5.08,71.8,4.81,28.39,60,1.045,62,1.5,Specific Gravity,All Grain,0.35,17.78,American IPA
5215,20.82,1.068,1.015,6.86,183.05,6.07,28.39,60,1.05,75,1.5,Specific Gravity,All Grain,0.35,22.22,American IPA
5221,18.93,1.061,1.015,6,46.71,34.91,22.71,60,1.051,86,1.2,Specific Gravity,All Grain,0.35,19.44,American IPA
5229,3.79,1.048,1.011,4.8,26.42,13.98,5.68,90,1.032,55,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
5232,20.82,1.07,1.009,8.02,47.06,15.34,26.5,60,1.055,80,1.25,Specific Gravity,All Grain,0.35,19.44,American IPA
5237,20.82,1.059,1.015,5.73,34.52,8.39,28.39,90,1.043,75,1.5,Specific Gravity,All Grain,0.35,20,American IPA
5238,20.82,1.071,1.015,7.34,62.69,4.48,26.88,60,1.055,78,1,Specific Gravity,All Grain,0.35,20,American IPA
5239,19,1.067,1.017,6.58,69.19,7.72,28.4,60,1.045,75,3,Specific Gravity,All Grain,1,20,American IPA
5240,45.42,1.055,1.014,5.31,24.53,18.21,53,60,1.047,70,1.5,Specific Gravity,All Grain,0.75,20,American IPA
5244,20.82,1.053,1.013,5.28,18.4,3.83,24.61,60,1.045,65,1.5,Specific Gravity,All Grain,0.75,20,American IPA
5252,10.41,1.047,1.009,5.02,58.7,5.06,12.68,60,1.036,80,3,Specific Gravity,All Grain,0.75,18.33,American IPA
5264,20.82,1.072,1.012,7.85,65.59,5.76,24.61,60,1.061,78,1.5,Specific Gravity,All Grain,1,18.33,American IPA
5274,560,12.028,2.80929,4.92,19.75,3.51,630,75,10.7,83,2.7,Plato,All Grain,0.75,19,American IPA
5279,18.93,1.061,1.014,6.15,33.73,5.83,28.39,60,1.041,60,1.25,Specific Gravity,All Grain,0.35,21.11,American IPA
5288,42,1.064,1.013,6.81,69.7,4.37,46,60,1.057,73,3.5,Specific Gravity,All Grain,1,20,American IPA
5295,20.82,1.076,1.015,7.99,97.67,8.48,24.61,60,1.064,70,1.25,Specific Gravity,All Grain,0.75,18.33,American IPA
5299,20.82,1.047,1.011,4.66,16.44,5.38,28.39,60,1.033,73,1.25,Specific Gravity,All Grain,0.75,20,American IPA
5303,22,1.062,1.011,6.88,62.58,12.49,25.5,60,1.054,70,3.3,Specific Gravity,All Grain,0.5,19,American IPA
5318,20.82,1.054,1.01,5.8,35.25,5.98,28.39,60,1.039,75,1.6,Specific Gravity,All Grain,0.5,20,American IPA
5319,60.57,1.07,1.022,6.21,69.31,36.99,70.03,60,1.06,80,1.5,Specific Gravity,All Grain,1,21.11,American IPA
5325,3.79,16.3351,2.87235,7.3,64.99,5.74,7.57,65,8.4,65,1.5,Plato,All Grain,0.5,20,American IPA
